id,fecha_aproximada,contenido,cantidad_respuestas_aprox,comentarios_usuarios,compartidos,enlace,reacciones,sentimiento_contenido,prob_POS_contenido,prob_NEG_contenido,prob_NEU_contenido,sentimiento_comentarios
91,28 de mayo a las 4:38 pm,Muchos temas hoy,0,Por decir que los globalista.,3 veces compartido,https://www.facebook.com/evargaspena/videos/24253833317557487/?__cft__[0]=AZUhCyf1VMZFqpSKi3o2Zzxe3vr9LpqzKTrBccxl2tsPMAbOKx8ujSWyOFA6RAvIzrPGwrIsg4Rv2S0mstpBe2b3p4X874vKQaYaCigLLpmdLr8F_dtvG24eas71_drPkS7WJkyTNQO5rQBjC7Yggj5EeGAqriKjbNjvOxTLoPl5cIYC1-J1YqGbQesUqvpetr3gQVM9-snCqomZYcjDqKIj&__tn__=%2CO%2CP-R,,NEU,0.23402591049671173,0.19853608310222626,0.567438006401062,NEU
92,28 de mayo a las 3:10 pm,"Senador @DerlisMaidanaPy explicó esta mañana, a LPM por la 7.30 AM ABC Cardinal, Paraguay, que en @SenadoresPy se rechazará lo realizado bajo influencia del lobby de la Unión Europea en el proyecto de ley de protección de datos personales aprobado por @DiputadosPy",0,,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid021xHt1YdoUJyy9joMJLKHxBD5iKaZDe4iro7GNK9G2sAABnyNdN5sXfdsKK3P2zKrl?__cft__[0]=AZXtdhRPzCw9_mO46y1_w1n4CNQMethMegzl3mDbcsX14_sC5WN_jzZakyVggXBkFgmlVnj-ctszMS8hR-1E_G4J2kQyxLzKclJUzxxQQq11chTe0oN2OI98NjC1aSbsnIQzT_u4ro5Qfw-FzFVber-RWuy7rEfdFgKCYFlC_L9WHSwxuH9t4AGTTqpr-CWpKIo&__tn__=%2CO%2CP-R,,NEU,0.06299746781587601,0.31320399045944214,0.6237985491752625,SIN_COMENTARIO
93,28 de mayo a las 10:59 am,,0,"Sería bueno que difundan el porque deberían de llamarte los de bancard? Siempre es lo contrario, solo cuando el usuario tiene inconvenientes es cuando llamamos",15 veces compartido,https://www.facebook.com/evargaspena/videos/592530136628051/?__cft__[0]=AZVeOjNKjmCPuaLpqP0-UPW7yucrF904dXe-kUHATIfUUZ7RGt3u7tV0Zcc7emOx3Sy1-KWEPSL4c-be05eLaRQn-mZnxz54p9PKq6Wk7JvHmiNpeJAeimleaw7J62rsdrXRYBYOqCVDH-g07u4UpkSVIlc8fCeD-uHD6z9CuhDl7zoo4spftIyy_WGLDdtryRnYOXaxNnMHHkeJL55sN6dx&__tn__=%2CO%2CP-R,,NEU,0.17293284833431244,0.35219326615333557,0.4748738706111908,NEG
94,28 de mayo a las 9:35 am,"La deshonestidad de la oposición autodenominada ""democrática"" se confirma en que no se enfoca en rebatir informes de @contraloriapy sobre la @Muni_CDE sino en satanizar/cancelar a quienes no obedecen su discurso a favor del blanqueo de @MiguelPrietoCDE",0,EVP el mejor vocero del cartismo,7 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid02uzkTM5kigNriM3HVtbnNeoSYAqKzaFRtdUAJmFnfr5gGRwo9xh2BDvTX5Hne5XpUl?__cft__[0]=AZUTDipLrFxXSFirXLdBm_ULg55NblJs7CPZypVg4NSduNwOqTunE0Vyt2xRi5AMfyV7X6_3obAFzWP9rYDP5ld89Ik2u-XGWkimWx6RHKJ6hgDj8tFmgAyyx_EGR_DYUMViggLw1oIV8S2AyBzw4b0L6CcB7B3yTlFfPCXU31TA9jG6XMiIh88yZoUi-O1vPEI&__tn__=%2CO%2CP-R,30.0,NEG,0.005123512353748083,0.9320343136787415,0.06284215301275253,POS
95,28 de mayo a las 9:28 am,"Dip @FreddyFranco_py, @PLRAOficial, insistió esta mañana, en LPM por la 7.30 AM ABC Cardinal, Paraguay, en que investigación de @contraloriapy a la @Muni_CDE le parece ""maniobra política"" pero que si se confirman en @DiputadosPy las irregularidades, votará por intervención",0,Cualquier cosa ya son los del PLRA menos Liberal !!!,,https://www.facebook.com/evargaspena/posts/pfbid02mU2bEzofAaF4xsuWXADW4XcYb4e2vBaKyRdVpjiknxGEap1yhLxce5si6GN6XpB4l?__cft__[0]=AZUHZZZy5qZR6fGLr7SoKitvKgfpnbUcRIx9YZLc5jNrzz5dK-6xcBC198uRuF6n7yq6v5AhOzaxHey0P1PGAN8PFBZKyNWsJAPVqhw7QNqf4_rk1h_XFOPv6BenArXAFrk3Gf_hQbOigzWSjNZsFkDejpsgCfm4IgmnVLcPwnUgAxZ4rCFW_ZjL6jEFRZ0MGDc&__tn__=%2CO%2CP-R,,NEU,0.04022231325507164,0.31791114807128906,0.6418665051460266,NEG
96,28 de mayo a las 5:27 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,,,https://www.facebook.com/evargaspena/videos/1467792284599279/?__cft__[0]=AZVhx57eR172QLuZh2UWWePpoSS8nBK1RxAmmSfEmb_YPSkyo9yYik2IK28BSANvmu45e8VH1Erc1b0tEo5FBWdlPV2HfMuWWGXf7YNuJ8hTwJaAkZqDntddMo_vjiwgU8GEHoIXF9J_0a8MUEoo-qsFoRSk_jD_I-_M4D0u6CiOvJf1ucrM9YO08unMxnUFTezwU2or1IA3xc0S7MZ6LOeD&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,SIN_COMENTARIO
97,28 de mayo a las 4:08 am,"Anoche hablamos con los doctores Andrea Ojeda, directora @vigisaludpy y Jose Ortellado, vicemin @msaludpy, sobre por que Paraguay no aprobó el tratado pandémico de la @WHO. Esta semana se estudiará vacuna covid para niños, retirada por EEUU de la recomendación",0,,19 veces compartido,https://www.facebook.com/evargaspena/videos/714113060983569/?__cft__[0]=AZWNIz6rY6nHnkDNDdqSE4b28QMwaZ28UuDhTFliW8dGkLUhQNXCWy2KxMMTbg7A1E6hbJVEn83yLUGWW4ypjXW1i7o5MvrX06L1iJLlnvmiDCsLT1TxqxWAcdeb20CduWjHcBDyv5JzO8TYoaZCcyXG8F5Iq1bM5zmZ4f9S-T9AcnrspVIZe4X8z-VWufVj92yf_RppiCKhN4jKghHSd-WN&__tn__=%2CO%2CP-R,,NEU,0.020794622600078583,0.47986918687820435,0.49933624267578125,SIN_COMENTARIO
98,27 de mayo a las 7:59 pm,"A partir de las 20 horas estoy en ABCTV, en ""Mesa"", canales 19 de TigoStar y 3 de Personal tv",0,Yo no entiendo para que invita si al final el nomas tiene razón ja ja  y también eso que asisten como invitado no entiendo para que van si al final ni le dejan explicar nada osea al pedo van ja ja habla habla como si fuera el es El Salvador del mundo j…,,https://www.facebook.com/evargaspena/videos/3034861383355435/?__cft__[0]=AZUruaEZv28YSe7Hrtlo0R1FdwwinchKyj-oT7-EEgw9rGc05U-dZ7kUKHPt0MwSENd9rB3wpTmGAFsG_ZvZfd8H6pOoyIWVD_h9SrHJ1f1Rbxb3EYuFfgi2sg1jhIlbMn8aRIa6hT0rYb4Hsw6k1aCM50JTcfQhnR7HoFGsjO-9ystWCDvwFTr9VucgnWKUJYVpuGcdWZDxrUgGGdXjgQ0M&__tn__=%2CO%2CP-R,,NEU,0.15050607919692993,0.04011036828160286,0.8093835115432739,NEG
99,27 de mayo a las 7:17 pm,"Como me olvidé totalmente de hacer la foto...tal vez porque llegué bajo lluvia torrencial...recuerdo nomás ahora que desde las 17 y hasta las 19 siempre estamos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos",0,,,https://www.facebook.com/evargaspena/posts/pfbid02QVknP7xjkdeL1Uq9ZLctXSDik5PTh2dFzAsx2L3drXGhG4DrCDifPfZHbZep918Tl?__cft__[0]=AZU3U1gC_Sd4Z2f9Beg6OOeJAm390zecdTHPXatbzxp2T9-3iF2UFos94jyLcxXanvxpZS_4tiQZoyx1NSbZ6GlET0_LQwcGZXzgl9KTAsyiQd_VuuV4knywKwe1-xRUckvLAHbc1qJ3n8E0EzuPMUe8j29EiP7YjHcZ4w3qAfjGUW6CbXAqMou__-ZOdw41kvs&__tn__=%2CO%2CP-R,,NEU,0.15579138696193695,0.027048645541071892,0.81715989112854,SIN_COMENTARIO
100,27 de mayo a las 4:17 pm,Comentarios ante cambios en las posiciones sobre transparencia,0,El Nuevo Papá dice alejense de los que se Victimizan jaja,7 veces compartido,https://www.facebook.com/evargaspena/videos/2106810126480846/?__cft__[0]=AZWDIIQB0tV27SKccprPyGtTPKJ5jhqJtEJ0EUHU6qq9yE-HRnMMs39U_Z6NaRiRIy5c5DJZBxwH7W8wzt3Zv1gv9wzOurFEQrUHIhlA-FmOa1tyR5T0EdfYkaRvmlOU9C6tHp0nDH7bOrSnsOtRp966EDZe3086zY0hEw1af6zh39Uj3xzPXdgxsG8c53Uz4BTCdRX4Hn6BKeVXKILh6Y4a&__tn__=%2CO%2CP-R,,NEU,0.07134715467691422,0.14614374935626984,0.7825090289115906,NEU
101,27 de mayo a las 4:03 pm,"Dip @cerini_py explicó esta mañana, en LPM por la 7.30 AM ABC Cardinal, Paraguay, que defensores de @MiguelPrietoCDE pretenden ocultar que informe de @contraloriapy sobre @Muni_CDE muestra, entre otras cosas, que @Muni_CDE sólo presentó 10% de documentación que le fue requerida",0,"Que persecución más terrible, hasta EVP, le hace el juego a estos cartistas, que no quieren contrario, les irá sacando de la carrera a como de lugar!!!",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid05i4JntUa59m8br7FBcuLX4DpSLmFtU8gXnQT41hLYMThjRxu7HhiMGRLnyjyNGiJl?__cft__[0]=AZUz3T57Af1EbsgDwZNPNuq3nGV70jiyohe0Hs37UpAUAVM2Qm7zD6tYrxOU9qpZJXu-vSUxmeJ8krwXuWX6PEfYs5LdSzJj0db7xn5uCxcuU7xGEltQ-dsZMDHqG8LQpPWYJIwUFIWzFNjF_xzO4eYzSuhoSpc1uGXGHIzJP42ixNa8LmKB_aMKOvV6y2yi43k&__tn__=%2CO%2CP-R,10.0,NEG,0.016782250255346298,0.5810151696205139,0.4022025763988495,NEG
102,27 de mayo a las 12:21 pm,"Anoche, con diputados de ""Yo Creo"" @leidygaleanopy y Guillermo Rodríguez sobre si defensa de @MiguelPrietoCDE, líder de ""Yo Creo"", repite o no los métodos cartistas de blanqueo de los suyos o el ""chancho de nuestro chiquero"" de los liberales",2,"Insoportable es este sr usó un video de otro canal para descalificarle a Prieto, no se como sigue en abc",2 veces compartido,https://www.facebook.com/evargaspena/videos/1387878442471263/?__cft__[0]=AZXz81rSMWCJA6N4jCescHOgt6benHoWRIdnJvvvQZRKxrcnYUmmagJEK2uQAfZTmRDBn3UpDsMjMv7wUo_dUWJy9DsHSpwvGmagAaZB3M0_RFA5vtxmEU7tarPXwuopZ7LJAVTt-1lZnn7sdAyZ5Ta3kJpaciEUcCCyl9quOs_ma2ZdqpcNyaa_pSEN4bU3MhI3QGm2-cn8pa_5f0oDgBru&__tn__=%2CO%2CP-R,4.0,NEU,0.02453949674963951,0.46415096521377563,0.5113095045089722,NEG
103,27 de mayo a las 7:44 am,"Comisario Osvaldo Aquino, Investigaciones @policia_py, estima, en la 7.30 AM ABC Cardinal, Paraguay, que asalto a empresario Claudio Centurión en O´Leary y Gral Diaz fue pleaneado por gente con pleno conocimiento de todos los movimientos físicos y financieros de la víctima",0,Vamo a estar mejor,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0x7W966yZbfwsyasJrVaXCfpQ1xasgSYx5LMWsKBVPCcte9ebzoinnUMRHfY1933ml?__cft__[0]=AZWp4NR6g4TuSUOWQ_c-npxpASz_P3DGgObbQbJWMDfGb_tKf8Sk_FVk2k4tiplsxn4JB98jcPEvzs-miUMohnrLMBhNLiptXj7XSvU4o-E-oAMTbXnoLJ1FDOUK9mtWe87QrFDl9ggRFPvhPLVsI_SaXWXX3hubtxxfKsLlH40CnxRjkEPOFu-xDy3i26aAeRA&__tn__=%2CO%2CP-R,,NEU,0.0895075723528862,0.28093257546424866,0.6295598745346069,POS
104,27 de mayo a las 5:34 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,,,https://www.facebook.com/evargaspena/videos/1259003182893768/?__cft__[0]=AZXPE3j8tnZgnTgU90CVKdY3hCaksNsqXW8z9F3J0t-UJr79hMMJGiyF6-rIg7nQh9UkwvVkZt76kENdgp0gW6RC6erQvD2nIcRAMf1gPsTJ1SODNUiAy4CclBrERjcZWN89SgelFXXe1dHL6mRiNdMGj5OdZxlCs03OG3qzSkFBRqiYZFrjbfWcWbPMqCkbkY_ra3wIL9ut-e5b7HgJJ6n1&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,SIN_COMENTARIO
105,26 de mayo a las 7:12 pm,"Los cipayos hediondos que reptan para complacer a los fachos del Foro Económico Mundial y a su brazo, la dictadura autodenominada Unión Europea, llevan algún tiempo pretendiendo imponer censura. Les contrapongo a Thomas Jefferson, mierda de payasos:",0,O sea que el Romano Pontífice es Thomas Jefferson...,2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0YVu7LSqxv6rvm7Zy3vyCcG3G2735sDYP1r84DXgsJX8fbvviygJyjGmERQLNtgBFl?__cft__[0]=AZVe9wqaL8sEeKGGf6Pxt1ikDbr-vhNeb4QIgahAgZborVzcuLpeSx8ob7YLXwy3OLoOfkgTnZXd9BK15HnRcvTBLDtS1MHClIsp5jt_GFH9ajVU0OMxVV9Upt3vUB7HuuS6aLmH_fY3Fbk_exxn28ke8c6GifHTyYZgRCsyEtRj6RXW6YlqchOmKs-ULDSeKSNue6lQCWnngRfBTKCOEoh4&__tn__=%2CO%2CP-R,,NEG,0.006718036253005266,0.956387996673584,0.036893971264362335,NEU
106,26 de mayo a las 5:43 pm,"Ya volvió @FigueJuanma!!! Acordate que desde las 17 y hasta las 19 seguimos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos",0,La dentadura no se toca,,https://www.facebook.com/evargaspena/posts/pfbid02Q8MFvAPoxH6aRWNDmGvaEVEs7xDpjq1yt2xeStyyuPPuC3N2iZpGjVp8wVdrHNQMl?__cft__[0]=AZVHfKtF85tSjcva8KlTgis2_IHr3TpCN3nmkxqEPiyG6zxj6fkxQsxEEUeX09XANjGXWaQVEHEo7BNj7e0-oTaKlhm2Wd1x4QbcTj_ZAGAafFVND3zFcmQkrgAVeQLiuBI1vL2FReIZa_RgOEFM3PlMY-ASml5n0XJglIAzri9qU7bCO7PIR9xlQ3k2rsyd1Jw4PcW2jG1WFCKiEEZMRtpq&__tn__=%2CO%2CP-R,,POS,0.5302572250366211,0.033071331679821014,0.43667149543762207,NEU
107,26 de mayo a las 4:25 pm,Los sucesos que hicieron la mañana,0,Se oye bien?,7 veces compartido,https://www.facebook.com/evargaspena/videos/1026332746349700/?__cft__[0]=AZX8k8O-sm_ePHvqdkdyKlUFxUh_zOCI4dlHNB7UNRqaQO_m8YlkmDwy2Wnd7mabhqdOqQUtdR2_Lf5en5VSWc6UO_7mvspnjIAp1IauspPMYs7BRb-3NkV0PvnecIroW9M3UFj17q11JNKuVARhtSBvBuidZCvIQxnELmlMFM6nE5xEWNWcFVJvf6O_stXufZA0AOK7-UM81OkfJ_BppzUa&__tn__=%2CO%2CP-R,,POS,0.9068558812141418,0.006613145116716623,0.08653099834918976,NEU
108,26 de mayo a las 7:24 am,"Senador @OviedoSenador reitera, en la 7.30 AM ABC Cardinal, Paraguay, que su principal asesor técnico, y el de la oposición, es Luis Benítez y que su enfoque es incorporar el sistema electoral al esquema de ciberseguridad que Luis impulsa",0,,,https://www.facebook.com/evargaspena/posts/pfbid02PcY3r4zSLzxbjEiCYTqi5kBNb7repE7EpVF7dcCk1BkAfp8R5XD91PdnkGHBimF6l?__cft__[0]=AZVqZNZZ-DvC8KZSPYNkFNdw4mFEVzgrbcnRqpsujxZO2KoOfWWNA1jdbONGvs9cXcYgxdqxSGBukXXkgb2cmrZ-FZM8Qjq_GqCJ5fQsYe58XhxOcHzelbCdXXL7FKfmRLJUGRgZ1dXwHcfZJqwWbeb0L9GPI80WA-XFm45oZOfVDKEQtXvo1WbYZd76RvMe9xs&__tn__=%2CO%2CP-R,,NEU,0.25836285948753357,0.09828576445579529,0.6433513760566711,SIN_COMENTARIO
109,26 de mayo a las 6:44 am,"Senador @OviedoSenador admite, en la 7.30 AM ABC Cardinal, Paraguay, que en 2023 no tuvieron (en Cruzada Nacional en donde militaba entonces) ninguna prueba de fraude y confirma que ahora trabajaran desde @SenadoresPy con el @TSJE_Py para aumentar seguridad de máquinas de voto",0,"Obviamente no hay pruebas si nunca permitieron auditar las máquinas ni se abrió el 4to sobre y se llevaron alas corridas las evidencias, pero como dijo Juan Gabriel en una entrevista cuando le preguntaron si era gay "" Lo que se sabe no se pregunta""",1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0c5WQ3ibXkBWZcW5i683U6BuFbdEVjmPSJDCtmLfZM47M8dYuxRB1Yi7d66K52jrwl?__cft__[0]=AZWD2qPb373RRw73doqhl867xTlps7eL5DhyniqP4igbFarkJKfyvFmYREdD5GWlvIHdVqDmGTlJYwfZ3mVbUYX5hcGC8WDkm5ps-UW53hNQJ5YjKOIHSFSRcfszJjLIdnytTVngKwWXbwuDIYxm1dkqf77rmIxLT9Mta7pe7-P5_2imbVymbqmsxB5ReEqqTEE&__tn__=%2CO%2CP-R,9.0,NEU,0.05495213344693184,0.21247224509716034,0.7325756549835205,NEG
110,26 de mayo a las 5:30 am,"Hola, hasta las 08:00 estoy en 7.30 AM ABC Cardinal, Paraguay. Deportes con Ariel Julian Marecos",0,Koreee nde tuja planillero Hc Rymba jagua tuja,,https://www.facebook.com/evargaspena/videos/881770597455742/?__cft__[0]=AZUxxgwHlp6rv3HJuZ-WpLwDfwDxF2Cf_y6QLMlrq-03LiSAhGEXTHPyzHyFUox9CMiBq8ZbJdsMGwfCMvpkJYH36qqvbcf3DwfFTD0X6kTzOJl3SwfIptKIo4J1sW97ZBFJN8a_kw7AotOfEVhoTMo5JtSrumDBOSpw2hjKQm7qYUeNo0BOCGdgF0vJJwNo7TXGUuzd4ANG1g8ctvk_ndB4&__tn__=%2CO%2CP-R,,NEU,0.21240070462226868,0.031092524528503418,0.7565068006515503,NEU
111,26 de mayo a las 4:28 am,"El viernes 23 el senador @EverVillalba_Py, @PLRAOficial, confirmó que su opción preferencial es volver al voto sin máquinas de votación. @EFSantagada explicó acción judicial a favor de ongs",0,"Itavyma este, menos mal que se cree liberal !!",1 vez compartido,https://www.facebook.com/evargaspena/videos/1258515519049100/?__cft__[0]=AZXoX3UMhmJ2DMbniS4kMr9nV2IUynBfiep0qg_f94zMTGBKa0lB8MiJoT8adU6FAmMxf783DPeMM0gJowws9d1Rinfi_PUdjMr46xZVToN3cHftGM0-Lp3AKVT7tBUgyTx25mxG4TrsMeBL6ETcgIaGVdhsAAvkTpWJELj_PqOnAmclN20y7VwNUrhSeXGIKgWf8NovmyTENZkKEEyV1K6_&__tn__=%2CO%2CP-R,,NEU,0.06404204666614532,0.20924179255962372,0.726716160774231,NEG
112,26 de mayo a las 4:04 am,Anoche @BillyVaesken y @rodrigamarrak discutieron lo que votarán en @DiputadosPy sobre intervención de @Muni_CDE y la decisión opositora de blindar a @MiguelPrietoCDE de cualquier investigación,0,,,https://www.facebook.com/evargaspena/videos/1871308306955034/?__cft__[0]=AZW8FIZ9DEa8fzg2lmw5BQSCp2n6W4hp-63kY7jsj6Ol7tLOvihklNXSPPQABwkmCJ9TzwXa-h2D__GNAjLIjSnl90eBRG0jUlM4hO4IioLL2yOIJilnPLhZuegDy8I5wf2PknB30SsmOzCQSTGBHNqmE9ROMke13GBedhad5z6zoglX3Yv_4NE2PievYILCOC1AKp2v9rxGSGEORYgSKONl&__tn__=%2CO%2CP-R,,NEU,0.09569081664085388,0.1640755832195282,0.7402337193489075,SIN_COMENTARIO
113,25 de mayo a las 8:00 pm,"""En Detalles"" por ABCTV, canales 19 de TigoStar y 3 de Personal tv",0,No creo que ya haya mucha gente que quiera escucharte y aguantarte desatinado cantinflas,,https://www.facebook.com/evargaspena/videos/1894258227976930/?__cft__[0]=AZUvgKEUIzG2wgf-mFiIwsGDnsQJECS6EFmpOjTXVr0MTb7gJZg4owEpae1SzB-7m63rRP8yCMDoyXmF_nfSQZohXyT7233fWWdFctuAEUay6UoWODYBi0PP8SPk129vZ4aRcMFg81Prg3SRSQt1345DeWzc1xEpFklGDumkWVAh1u6HAyJ8Jbk5tx5BvCvJ-oo9Lwo6zvg-bLPOsbgxU10l&__tn__=%2CO%2CP-R,,NEU,0.17246821522712708,0.05314471200108528,0.7743871212005615,NEG
114,25 de mayo a las 10:00 am,"Escribí ""Hola Javier García de Viedma""",0,,,https://www.facebook.com/evargaspena/videos/1652172385456920/?__cft__[0]=AZVCIgFO2DVEnKtg3WYFpPcBo8JjtKgduMPodwIb0nUqZABSug95gp1T0W5EX2M5CfvnmGRwupr2wLuM9lm5Uz3BW0a1TQYP6HUPbhJCyaHS-52fCLUP3E73px05wh8HEre6df82PbiCZ6o84pf13NGD4g6etIZbxN-EZSu6TVYoZYnickskO1-Z0F3mRFWzausZ7R3trkc0Vlv3HIpfxf7p&__tn__=%2CO%2CP-R,,NEU,0.12301749736070633,0.10520514100790024,0.7717774510383606,SIN_COMENTARIO
115,23 de mayo a las 7:18 pm,"La fulminante destitución de @mora_federico debe explicarse. Si no se explica, los rumores ocupan el espacio de la explicación. No entiendo cómo el gobierno no logra aprender algo tan sencillo",0,,2 veces compartido,https://www.facebook.com/evargaspena/posts/pfbid0oggKexnLDVxUKLKuerxEUVnYuA8wStajBKxYbr1PT84be7m3NrmXhEonxYjPhj3Wl?__cft__[0]=AZUhOG2Nyu2JSdK1cLHZy3b5gltlPFFPCGMOWBV-9HvseHJrb1qstcG8aZWlHOWm-AbEt8I4reLryr0vZSgNz8ytDeOlBCGg5UhF85KfDWXEFX6fFgRX-YEU-8mZHP1ys7Nbr3HzDVekepYIzcKChtbWbtCGEC8Qm2JXLJKUrG6jgLQhBgJGSeffes2OsqK0wtI&__tn__=%2CO%2CP-R,,NEG,0.005636570975184441,0.9558025598526001,0.03856092691421509,SIN_COMENTARIO
116,23 de mayo a las 4:03 am,"Anoche hablamos con @jjbestardd, @TSJE_Py, sobre cómo, en contra de toda evidencia, la autodenominada ""oposición democrática"" busca afanosamente deslegitimar (y pisotear) TU derecho a elegir establecido por 1ra vez en 214 años de Historia por el desbloqueo (máquinas de voto)",0,"Asi como este señor tiene todo el derecho de recibir una remuneración económica por parte del cartismo para la cual ya abierta eh indiscimuladamente trabaja, el pueblo también tiene derecho a dudar de la credibilidad del tsje, y voy a utilizar una de s…",1 vez compartido,https://www.facebook.com/evargaspena/videos/4241980202701025/?__cft__[0]=AZW8IM3beTYWUM03NVVhc9FTCzxiihYA5xqd4o3hfxi6DC7EdHpPSSt-zU4UNX8iG3TCN8IBoASJZ6xwHL6_tspByk6EMECnRLUOMgcSBV9iZ9R2RjN_lixm73CXW_nrT_K3AjhR-iECDEO5qdUCyPHG0ZvHcIB8j2lOKJqQRwkYk5XdJ85WhtmgxymRBmXvGfBWdPrdI5hWfeBoPoUh62z5&__tn__=%2CO%2CP-R,4.0,NEG,0.009625500999391079,0.867120087146759,0.12325442582368851,NEG
117,22 de mayo a las 7:57 pm,"A partir de las 20 horas estoy en ABCTV, en ""Mesa"", canales 19 de TigoStar y 3 de Personal tv",0,Excelente !! Muy interesante los temas tratados,,https://www.facebook.com/evargaspena/videos/1383950216256646/?__cft__[0]=AZVU1kK-AdmrG8YWa6VtFURGDxz4T3IYhgrWThPRelFMljZP_wcJiZ9ChojU8caCfax0FIUoD-1QN2hvA_89yTHJeSEBwBRjFzkcmuKi7sAykhEktTGSQ1gj6TRO7nwBPIFZiPxOJRKuOKWRIivbrXGSFgMXfOt8GUVxwamGRNthHnCqfOi7NSYfiiXZFqGeXhBkOyO9m-yxS3vBuH09K1Oa&__tn__=%2CO%2CP-R,,NEU,0.15050607919692993,0.04011036828160286,0.8093835115432739,POS
118,22 de mayo a las 6:54 pm,"Hola @UEmbPy...tratá de no meterte en nuestra cuestión energética. Embajador nomás sos, no gobernador. Aunque contás con muchos cipayos colonizados, habemos algunos que vamos a exponerte. Cuando quieras estás invitado",0,El domesticado de HC dando juicio de valor,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0CeiUdMpip6z9exS3QUxfDRYgKmz1gdw6TfMX192b8ZzWenRRjserkp8Lqjuo6F6Pl?__cft__[0]=AZWF1KPZVA1Cq-yD1sPS5xsiqHCqg_qfczYQspyuIVO581XP89QiQ7pGEoebPZwPdAeOdikHsps0u_TssRQg8IagYozesUuuPnYB49-osnF70zqUUgiFet4jDuwsjnPhYv-eiWs2U81uWPLe1D4jHBxKNzjHtkyouhbN5ZgLYVrPiQmXlQJE6S1rY-sDXUHl6Oc&__tn__=%2CO%2CP-R,5.0,NEG,0.0757487341761589,0.47837281227111816,0.44587841629981995,NEU
119,22 de mayo a las 6:47 pm,"Ya sabés ya que desde las 17 y hasta las 19 siempre estamos con @figuejuanma en la 98.5 ABC FM, sólo  éxitos. @FigueJuanma de vacas hasta el próximo lunes",0,,,https://www.facebook.com/evargaspena/posts/pfbid02FyuZuRQmpujDtohRBaQGroVFwR4fSAjfxrCB7GsUNdifizG4MyUccSLPgdTPg8qKl?__cft__[0]=AZU-kaaxLr1fLtvx9adtbk0CeiaLiTIiI09E62K_PjMXVDjGFPv1UU9b0MKoEQCWQ0sXvAQLrwdCbDvSkuTx6FQaqnFegSkskfCKZN1rGnvy7_F0vtlKhZ0T6qmi57wVknxoFSjRiCEoV1iiJpb88jCUb0D2H0Ps9gcygSR9CPHAZXDmcDs7e1LRZUmVvXptVfVhKh5rURdMSbsboOcBMq3n&__tn__=%2CO%2CP-R,,POS,0.5934528708457947,0.02261582762002945,0.38393136858940125,SIN_COMENTARIO
120,22 de mayo a las 4:40 pm,Los fachos quieren reemplazar lo objetivo por su propia subjetividad,0,Tratando de instalar antidemocracia y fascista sobre la oposición siendo que la pseudo mayoría parlamentaria es la que ejerce el poder... será q sabe eso?,6 veces compartido,https://www.facebook.com/evargaspena/videos/9911157502296143/?__cft__[0]=AZXsncfA0w08GopqHDGmpNTPRLZP63JGpx6OEv1fSWHgxOAtbrLHD_rz3fALf2bTmEBw7VH3S_OJivVH0G4W8eS_6CmfjJetr78eHZw93iq1I2P51SRdYA6lt9M_BATrdoBF_SHR6c7vmzkm8-SUVd3a-D_vxqagMPe9dNmP1syG5NWzKAiLBe8W7RxMghiXg-uWQI0V0TP_6qVrqnSnj-_c&__tn__=%2CO%2CP-R,,NEG,0.019071931019425392,0.8416483998298645,0.13927961885929108,NEG
121,22 de mayo a las 10:23 am,"A ver señores de la autodenominada ""oposición democrática"": ¿Las anécdotas subjetivas valen más que las estadísticas objetivas? Por favor confiesen acá su sincera opinión al respecto",0,Lo único objetivo aquí es que  los cheques del enano mafioso  te hace ESTAR MEJOR  igual que los mafiosos de Horror Coloratas....,1 vez compartido,https://www.facebook.com/evargaspena/posts/pfbid0Ey9qRcGBo6y6XkD4koSPE6mZRP3NZk4nV1p1vduQB4gAs55j9QxnpUiTWMM81W8nl?__cft__[0]=AZWq9rBEJIlU3mp3KdX2fL8d7mzUvraFJ66Qq7OhBNWiubzYyGEV3XnTMuPR2qPkoCmt3A5rU9SftWVKtMYMadpUeqY_1ZZ7SUdOGDtIJ5RH2YY6ZmM0Hyra-lQvUMmlFT9JoIzuY2wQ399mnnL1dBd5XU5E8upCoy0qOXGl3CHc5lN8s579LgRZ5D1anNOrcgY&__tn__=%2CO%2CP-R,,NEU,0.03368913382291794,0.30549538135528564,0.6608154773712158,NEU
